Name	Used	Potential
AMMONIA	0.000317	Infinity
AMMONIA_RE_BE	0.000000	0.000000
AMMONIA_RE_IMPORT	2292.696585	Infinity
BIODIESEL	0.000693	Infinity
BIODIESEL_BE	0.000000	0.000000
BIOETHANOL	0.000480	Infinity
CO2_ATM	0.000306	Infinity
CO2_CAPTURED	0.000000	0.000000
CO2_EMISSIONS	38583.525386	Infinity
CO2_INDUSTRY	0.000000	0.000000
COAL	0.004393	33354.999440
DIESEL	14135.973089	Infinity
ELEC_EXPORT	1502.911719	Infinity
ELECTRICITY	27567.311308	27567.311340
GAS	93869.716746	Infinity
GAS_RE_BE	0.000000	0.000000
GAS_RE_IMPORT	0.000002	Infinity
GASOLINE	0.000987	Infinity
H2	0.000003	Infinity
H2_RE_BE	0.000000	0.000000
H2_RE_IMPORT	25728.204077	Infinity
LFO	0.005358	Infinity
LFO_RE_BE	0.000000	0.000000
METHANOL	54100.311403	Infinity
METHANOL_RE_BE	0.000000	0.000000
METHANOL_RE_IMPORT	0.000303	Infinity
RES_GEO	0.000000	Infinity
RES_HYDRO	459.234583	Infinity
RES_SOLAR	47295.102674	Infinity
RES_WIND	38627.472504	Infinity
URANIUM	0.000000	Infinity
WASTE	17375.858131	17800.000000
WET_BIOMASS	38900.000431	38900.000000
WOOD	23400.000192	23400.000000
WOOD_PRODUCTION	0.003815	70200.000000
