source,target,realValue,layerID,layerColor,layerUnit
Imp. Ammonia RE,Ammonia,1.24,Ammonia,#000ECD,TWh
Ammonia,Non-energy demand,10.20,Ammonia,#000ECD,TWh
H2,Haber-Bosch,10.12,H2,#FF00FF,TWh
Elec,Haber-Bosch,1.10,Electricity,#00BFFF,TWh
Haber-Bosch,DHN,1.20,DHN,#FA8072,TWh
Haber-Bosch,Ammonia,8.96,Ammonia,#000ECD,TWh
Imp. Methanol,Methanol,0.07,Methanol,#CC0066,TWh
Gas,Methane-to-Methanol,68.75,Gas,#FFD700,TWh
Methane-to-Methanol,Methanol,44.96,Methanol,#CC0066,TWh
Methanol,Non-energy demand,1.54,Methanol,#CC0066,TWh
Oil,NSC,11.53,Naphtha,#8B008B,TWh
Elec,NSC,0.13,Electricity,#00BFFF,TWh
Heat HT,NSC,0.11,Heat HT,#DC143C,TWh
NSC,HVC,6.34,HVC,#00FFFF,TWh
Methanol,MTO,43.49,Methanol,#CC0066,TWh
Heat HT,MTO,11.56,Heat HT,#DC143C,TWh
MTO,HVC,35.04,HVC,#00FFFF,TWh
HVC,Non-energy demand,41.38,HVC,#00FFFF,TWh
Imp. Gas,Gas,238.40,Gas,#FFD700,TWh
Gas Prod,Gas sto.,0.00,GAS,#FFD700,TWh
Gas sto.,Gas,0.00,GAS,#FFD700,TWh
Gas Prod,Gas,11.62,GAS,#FFD700,TWh
Gas,Mob public,14.17,GAS,#FFD700,TWh
Gas,Freight,3.13,GAS,#FFD700,TWh
Gas,CHP,128.47,GAS,#FFD700,TWh
Gas,HPs,26.25,GAS,#FFD700,TWh
Gas,Boilers,9.26,GAS,#FFD700,TWh
Electricity,Elec,27.57,Electricity,#00BFFF,TWh
Wind,Elec,39.94,Wind,#27AE34,TWh
Hydro River,Elec,0.48,Hydro River,#0000FF,TWh
Solar,Elec,31.39,Solar,#FFFF00,TWh
Waste,Boilers,7.26,Waste,#808000,TWh
Imp. Oil,Oil,11.53,Oil,#8B008B,TWh
Wood,H2 prod,23.40,Wood,#CD853F,TWh
Wet biomass,Biomethanation,38.90,Wood,#CD853F,TWh
Biomethanation,Gas Prod,11.63,GAS,#FFD700,TWh
Elec,Mob priv,12.17,Electricity,#00BFFF,TWh
Elec,Mob public,1.42,Electricity,#00BFFF,TWh
Elec,Freight,10.94,Electricity,#00BFFF,TWh
Elec,Exp & Loss,7.32,Electricity,#00BFFF,TWh
Elec,Curt.,0.06,Electricity,#00BFFF,TWh
Elec,Elec demand,97.28,Electricity,#00BFFF,TWh
Solar,Curt.,0.06,Solar,#FFFF00,TWh
Wind,Curt.,3.02,Wind,#27AE34,TWh
Elec,HPs,23.81,Electricity,#00BFFF,TWh
H2 prod,H2 sto.,0.00,H2,#FF00FF,TWh
H2 sto.,H2,0.00,H2,#FF00FF,TWh
H2 prod,H2,10.12,H2,#FF00FF,TWh
CHP,Elec,56.53,Electricity,#00BFFF,TWh
CHP,Heat HT,59.10,Heat HT,#DC143C,TWh
HPs,Dec. sto,13.57,Heat LT,#FA8072,TWh
HPs,Heat LT Dec,62.94,Heat LT,#FA8072,TWh
HPs,DHN,45.73,Heat LT,#FA8072,TWh
Dec. sto,Heat LT Dec,12.51,Heat LT,#FA8072,TWh
Boilers,Heat HT,14.54,Heat HT,#DC143C,TWh
DHN,Heat LT DHN,31.69,Heat LT,#FA8072,TWh
DHN,Loss DHN,2.35,Heat LT,#FA8072,TWh
DHN,DHN Sto,12.90,Heat LT,#FA8072,TWh
DHN Sto,Heat LT DHN,12.63,Heat LT,#FA8072,TWh
Heat HT,Ind Heat Demand,61.93,Heat HT,#DC143C,TWh
