source,target,realValue,layerID,layerColor,layerUnit
Imp. Ammonia,Ammonia,0.16,Ammonia,#000ECD,TWh
Ammonia,Non-energy demand,10.20,Ammonia,#000ECD,TWh
H2,Haber-Bosch,11.34,H2,#FF00FF,TWh
Elec,Haber-Bosch,1.23,Electricity,#00BFFF,TWh
Haber-Bosch,DHN,1.35,DHN,#FA8072,TWh
Haber-Bosch,Ammonia,10.04,Ammonia,#000ECD,TWh
Gas,Methane-to-Methanol,2.73,Gas,#FFD700,TWh
Methane-to-Methanol,Methanol,1.78,Methanol,#CC0066,TWh
Methanol,Non-energy demand,1.54,Methanol,#CC0066,TWh
Oil,NSC,75.23,Naphtha,#8B008B,TWh
Elec,NSC,0.88,Electricity,#00BFFF,TWh
Heat HT,NSC,0.71,Heat HT,#DC143C,TWh
NSC,HVC,41.38,HVC,#00FFFF,TWh
HVC,Non-energy demand,41.38,HVC,#00FFFF,TWh
Imp. Gas,Gas,146.39,Gas,#FFD700,TWh
Gas Prod,Gas sto.,0.00,GAS,#FFD700,TWh
Gas sto.,Gas,0.00,GAS,#FFD700,TWh
Gas Prod,Gas,16.45,GAS,#FFD700,TWh
Gas,Mob public,4.05,GAS,#FFD700,TWh
Gas,Freight,3.13,GAS,#FFD700,TWh
Gas,H2 prod,45.70,GAS,#FFD700,TWh
Gas,CHP,97.55,GAS,#FFD700,TWh
Gas,Boilers,9.69,GAS,#FFD700,TWh
Electricity,Elec,27.57,Electricity,#00BFFF,TWh
Wind,Elec,39.10,Wind,#27AE34,TWh
Hydro River,Elec,0.47,Hydro River,#0000FF,TWh
Solar,Elec,48.67,Solar,#FFFF00,TWh
Waste,Boilers,11.88,Waste,#808000,TWh
Imp. Oil,Oil,73.10,Oil,#8B008B,TWh
Wood,H2 prod,34.13,Wood,#CD853F,TWh
Wet biomass,Biomethanation,38.90,Wood,#CD853F,TWh
Biomethanation,Gas Prod,16.45,GAS,#FFD700,TWh
Biomethanation,Elec,1.56,Electricity,#00BFFF,TWh
Elec,Mob public,3.87,Electricity,#00BFFF,TWh
Elec,Freight,1.45,Electricity,#00BFFF,TWh
Elec,Exp & Loss,7.51,Electricity,#00BFFF,TWh
Elec,Curt.,0.93,Electricity,#00BFFF,TWh
Elec,Elec demand,96.25,Electricity,#00BFFF,TWh
Solar,Curt.,0.63,Solar,#FFFF00,TWh
Wind,Curt.,3.86,Wind,#27AE34,TWh
Elec,Storage,1.37,Electricity,#00BFFF,TWh
Storage,Elec demand,1.03,Electricity,#00BFFF,TWh
Elec,HPs,36.92,Electricity,#00BFFF,TWh
Elec,HT sto,3.30,Electricity,#00BFFF,TWh
HT sto,Heat HT,3.27,Heat HT,#DC143C,TWh
Elec,Heat HT,-1.83,Electricity,#00BFFF,TWh
Elec,Electrolyser,7.71,Electricity,#00BFFF,TWh
Heat HT,Electrolyser,1.36,Heat HT,#DC143C,TWh
Electrolyser,H2 prod,7.17,Electricity,#00BFFF,TWh
Electrolyser,DHN,0.14,Heat LT,#FA8072,TWh
H2 prod,H2 sto.,0.28,H2,#FF00FF,TWh
H2 sto.,H2,0.25,H2,#FF00FF,TWh
H2 prod,H2,55.13,H2,#FF00FF,TWh
H2,Mob priv,13.61,H2,#FF00FF,TWh
H2,Freight,16.77,H2,#FF00FF,TWh
CHP,Elec,43.06,Electricity,#00BFFF,TWh
CHP,DHN,0.90,Heat LT,#FA8072,TWh
CHP,Heat HT,43.84,Heat HT,#DC143C,TWh
HPs,Dec. sto,20.73,Heat LT,#FA8072,TWh
HPs,Heat LT Dec,56.64,Heat LT,#FA8072,TWh
HPs,DHN,44.54,Heat LT,#FA8072,TWh
Dec. sto,Heat LT Dec,18.81,Heat LT,#FA8072,TWh
Boilers,Heat HT,18.73,Heat HT,#DC143C,TWh
DHN,Heat LT DHN,31.39,Heat LT,#FA8072,TWh
DHN,Loss DHN,2.35,Heat LT,#FA8072,TWh
DHN,DHN Sto,13.19,Heat LT,#FA8072,TWh
DHN Sto,Heat LT DHN,12.93,Heat LT,#FA8072,TWh
Heat HT,Ind Heat Demand,61.93,Heat HT,#DC143C,TWh
