source,target,realValue,layerID,layerColor,layerUnit
Ammonia,Non-energy demand,0.08,Ammonia,#000ECD,TWh
H2,Haber-Bosch,0.09,H2,#FF00FF,TWh
Elec,Haber-Bosch,0.01,Electricity,#00BFFF,TWh
Haber-Bosch,DHN,0.01,DHN,#FA8072,TWh
Haber-Bosch,Ammonia,0.08,Ammonia,#000ECD,TWh
Imp. Methanol RE,Methanol,1.13,Methanol,#CC0066,TWh
Methanol,Non-energy demand,0.05,Methanol,#CC0066,TWh
Methanol,MTO,1.08,Methanol,#CC0066,TWh
Heat HT,MTO,0.29,Heat HT,#DC143C,TWh
MTO,HVC,0.87,HVC,#00FFFF,TWh
HVC,Non-energy demand,0.87,HVC,#00FFFF,TWh
Imp. Gas RE,Gas,10.00,Gas,#FFD700,TWh
Gas Prod,Gas,12.32,GAS,#FFD700,TWh
Uranium,Elec,39.75,Nuclear,#FFC0CB,TWh
Wind,Elec,10.68,Wind,#27AE34,TWh
Hydro River,Elec,19.72,Hydro River,#0000FF,TWh
Wood,H2 prod,99.91,Wood,#CD853F,TWh
Wood be.,Wood,99.91,Wood,#CD853F,TWh
Wet biomass,Biomethanation,41.21,Wood,#CD853F,TWh
Biomethanation,Gas Prod,12.32,GAS,#FFD700,TWh
Elec,Mob priv,25.17,Electricity,#00BFFF,TWh
Elec,Freight,2.78,Electricity,#00BFFF,TWh
Elec,Exp & Loss,6.57,Electricity,#00BFFF,TWh
Elec,Elec demand,25.16,Electricity,#00BFFF,TWh
Elec,Storage,11.67,Electricity,#00BFFF,TWh
Storage,Elec demand,11.45,Electricity,#00BFFF,TWh
Elec,HPs,2.93,Electricity,#00BFFF,TWh
Elec,Heat LT Dec,43.19,Electricity,#00BFFF,TWh
Elec,Heat HT,19.31,Electricity,#00BFFF,TWh
H2 prod,H2,42.97,H2,#FF00FF,TWh
H2,CHP,32.61,H2,#FF00FF,TWh
H2,Freight,10.27,H2,#FF00FF,TWh
CHP,Elec,18.91,Electricity,#00BFFF,TWh
CHP,Dec. sto,1.67,Heat LT,#FA8072,TWh
CHP,Heat LT Dec,5.51,Heat LT,#FA8072,TWh
HPs,DHN,11.48,Heat LT,#FA8072,TWh
Dec. sto,Heat LT Dec,1.42,Heat LT,#FA8072,TWh
DHN,Heat LT DHN,10.92,Heat LT,#FA8072,TWh
DHN,Loss DHN,0.57,Heat LT,#FA8072,TWh
Heat HT,Ind Heat Demand,19.02,Heat HT,#DC143C,TWh
